"rowid","orderid","orderdate","sales","quantity","discount","profit","shipdate","customerid","shipmentid"
1989,"CA-2015-127509","2015-11-09","1024.38",7,"0.00","215.12","2015-11-13","AS-10090",2
1990,"CA-2015-127509","2015-11-09","26.22",3,"0.00","12.32","2015-11-13","AS-10090",2
1991,"CA-2015-127509","2015-11-09","17.34",3,"0.00","8.50","2015-11-13","AS-10090",2
1992,"CA-2017-111374","2017-02-24","4.96",4,"0.70","-3.80","2017-02-28","CB-12415",2
1993,"CA-2017-133648","2017-06-25","71.04",6,"0.20","26.64","2017-07-02","ML-17755",2
1994,"CA-2017-133648","2017-06-25","5.34",2,"0.20","0.73","2017-07-02","ML-17755",2
1995,"CA-2017-133648","2017-06-25","11.30",3,"0.20","-2.12","2017-07-02","ML-17755",2
1996,"US-2017-147221","2017-12-02","294.62",5,"0.80","-766.01","2017-12-04","JS-16030",4
1997,"US-2017-147221","2017-12-02","8.75",4,"0.60","-3.72","2017-12-04","JS-16030",4
1998,"CA-2014-131905","2014-02-06","15.00",4,"0.00","7.20","2014-02-09","ND-18460",1
1999,"CA-2014-131905","2014-02-06","161.61",1,"0.00","42.02","2014-02-09","ND-18460",1
2000,"CA-2014-131905","2014-02-06","144.95",5,"0.00","42.04","2014-02-09","ND-18460",1
2001,"CA-2017-166128","2017-04-11","199.95",5,"0.00","21.99","2017-04-18","LW-17215",2
2002,"CA-2017-166128","2017-04-11","41.86",7,"0.00","14.23","2017-04-18","LW-17215",2
2003,"CA-2017-163510","2017-12-25","95.94",3,"0.00","9.59","2017-12-28","JW-15955",4
2004,"CA-2017-163510","2017-12-25","304.45",5,"0.00","76.11","2017-12-28","JW-15955",4
2005,"US-2017-143028","2017-04-11","11.36",3,"0.80","-17.05","2017-04-18","SC-20050",2
2006,"CA-2014-111150","2014-12-31","29.68",7,"0.00","11.58","2015-01-04","RW-19630",2
2007,"CA-2014-111150","2014-12-31","47.53",7,"0.00","16.16","2015-01-04","RW-19630",2
2008,"CA-2017-165386","2017-08-03","183.37",2,"0.30","-36.67","2017-08-04","CM-12190",1
2009,"CA-2014-116407","2014-11-15","4.22",3,"0.20","0.48","2014-11-21","JF-15190",2
2010,"CA-2014-116407","2014-11-15","333.06",2,"0.20","29.14","2014-11-21","JF-15190",2
2011,"CA-2014-116407","2014-11-15","24.90",4,"0.20","7.78","2014-11-21","JF-15190",2
2012,"CA-2015-155761","2015-12-11","159.98",2,"0.20","36.00","2015-12-11","SC-20800",3
2013,"CA-2015-155761","2015-12-11","46.34",3,"0.20","4.63","2015-12-11","SC-20800",3
2014,"CA-2016-145905","2016-09-18","350.98",1,"0.00","84.24","2016-09-23","AM-10705",2
2015,"CA-2016-145905","2016-09-18","13.08",2,"0.00","6.02","2016-09-23","AM-10705",2
2016,"CA-2016-145905","2016-09-18","900.08",4,"0.00","117.01","2016-09-23","AM-10705",2
2017,"CA-2015-113110","2015-03-19","17.57",2,"0.20","6.37","2015-03-23","BK-11260",2
2018,"CA-2015-113110","2015-03-19","14.62",2,"0.00","6.87","2015-03-23","BK-11260",2
2019,"CA-2015-113110","2015-03-19","33.36",4,"0.00","8.67","2015-03-23","BK-11260",2
2020,"CA-2015-113110","2015-03-19","40.14",6,"0.00","19.67","2015-03-23","BK-11260",2
2021,"CA-2016-168354","2016-09-19","1606.23",9,"0.00","481.87","2016-09-21","RH-19510",1
2022,"CA-2016-168354","2016-09-19","17.04",3,"0.00","7.67","2016-09-21","RH-19510",1
2023,"CA-2016-168354","2016-09-19","49.53",3,"0.00","23.77","2016-09-21","RH-19510",1
2024,"CA-2016-168354","2016-09-19","872.32",4,"0.00","244.25","2016-09-21","RH-19510",1
2025,"US-2017-111241","2017-08-20","239.12",5,"0.20","77.71","2017-08-22","GM-14500",4
2026,"CA-2015-114237","2015-03-13","141.96",2,"0.00","39.75","2015-03-15","MC-17275",1
2027,"CA-2016-113516","2016-09-08","33.02",2,"0.20","11.56","2016-09-10","VM-21685",4
2028,"CA-2016-113516","2016-09-08","67.14",4,"0.20","23.50","2016-09-10","VM-21685",4
2029,"CA-2015-117961","2015-11-26","14.73",3,"0.00","6.92","2015-11-30","GP-14740",2
2030,"CA-2015-117961","2015-11-26","104.90",5,"0.00","25.18","2015-11-30","GP-14740",2
2031,"CA-2015-117961","2015-11-26","61.04",4,"0.00","30.52","2015-11-30","GP-14740",2
2032,"CA-2015-117961","2015-11-26","10.95",3,"0.00","5.15","2015-11-30","GP-14740",2
2033,"CA-2016-128923","2016-12-09","9.39",2,"0.20","3.29","2016-12-13","GB-14530",2
2034,"CA-2016-128923","2016-12-09","9.33",1,"0.20","0.82","2016-12-13","GB-14530",2
2035,"CA-2017-162481","2017-09-25","8.26",2,"0.00","3.88","2017-09-29","CT-11995",2
2036,"CA-2017-162481","2017-09-25","269.97",3,"0.00","51.29","2017-09-29","CT-11995",2
2037,"CA-2015-119214","2015-01-23","29.04",3,"0.00","13.94","2015-01-27","CW-11905",2
2038,"CA-2015-119214","2015-01-23","14.62",2,"0.00","6.87","2015-01-27","CW-11905",2
2039,"CA-2015-122287","2015-06-18","11.95",3,"0.20","4.33","2015-06-23","SN-20560",2
2040,"CA-2015-122287","2015-06-18","4.54",7,"0.70","-3.33","2015-06-23","SN-20560",2
2041,"CA-2015-122287","2015-06-18","9.16",2,"0.70","-6.10","2015-06-23","SN-20560",2
2042,"CA-2015-122287","2015-06-18","75.36",5,"0.20","20.72","2015-06-23","SN-20560",2
2043,"CA-2015-104493","2015-10-02","57.50",6,"0.20","20.13","2015-10-08","EB-13705",2
2044,"US-2017-158946","2017-11-18","38.86",7,"0.20","7.77","2017-11-23","JW-15220",2
2045,"CA-2014-129168","2014-08-17","15.55",3,"0.20","5.44","2014-08-23","KB-16585",2
2046,"CA-2016-131835","2016-07-17","162.64",2,"0.00","45.54","2016-07-21","MC-17590",2
2047,"CA-2016-131835","2016-07-17","597.00",3,"0.00","280.59","2016-07-21","MC-17590",2
2048,"CA-2016-131835","2016-07-17","55.48",1,"0.00","26.63","2016-07-21","MC-17590",2
2049,"CA-2015-142237","2015-07-11","289.80",7,"0.20","36.23","2015-07-13","CK-12595",1
2050,"CA-2015-142237","2015-07-11","2.50",3,"0.70","-2.00","2015-07-13","CK-12595",1
2051,"CA-2015-142237","2015-07-11","6.48",4,"0.70","-4.75","2015-07-13","CK-12595",1
2052,"CA-2015-142237","2015-07-11","341.49",8,"0.30","-73.18","2015-07-13","CK-12595",1
2053,"CA-2015-142237","2015-07-11","11.12",5,"0.20","0.83","2015-07-13","CK-12595",1
2054,"CA-2015-142237","2015-07-11","25.34",6,"0.20","3.48","2015-07-13","CK-12595",1
2055,"CA-2016-136434","2016-12-01","17.31",3,"0.00","5.19","2016-12-07","RD-19480",2
2056,"CA-2017-120376","2017-12-22","199.95",5,"0.00","63.98","2017-12-25","TP-21130",1
2057,"CA-2017-120376","2017-12-22","1586.69",7,"0.00","412.54","2017-12-25","TP-21130",1
2058,"CA-2017-120376","2017-12-22","84.99",1,"0.00","30.60","2017-12-25","TP-21130",1
2059,"CA-2017-120376","2017-12-22","411.80",2,"0.00","70.01","2017-12-25","TP-21130",1
2060,"CA-2014-106439","2014-10-31","11.34",3,"0.00","5.22","2014-11-04","GG-14650",2
2061,"CA-2014-106439","2014-10-31","80.30",5,"0.00","20.88","2014-11-04","GG-14650",2
2062,"CA-2014-106439","2014-10-31","15.97",2,"0.20","5.39","2014-11-04","GG-14650",2
2063,"CA-2014-106439","2014-10-31","64.74",13,"0.00","30.43","2014-11-04","GG-14650",2
2064,"CA-2014-106439","2014-10-31","19.30",3,"0.20","6.03","2014-11-04","GG-14650",2
2065,"CA-2014-106439","2014-10-31","405.64",4,"0.00","12.17","2014-11-04","GG-14650",2
2066,"CA-2014-106439","2014-10-31","146.35",3,"0.20","-9.15","2014-11-04","GG-14650",2
2067,"CA-2014-106439","2014-10-31","251.91",9,"0.00","47.86","2014-11-04","GG-14650",2
2068,"CA-2014-106439","2014-10-31","12.39",3,"0.00","3.72","2014-11-04","GG-14650",2
2069,"CA-2015-133452","2015-04-13","199.96",4,"0.00","69.99","2015-04-19","ZC-21910",2
2070,"CA-2015-133452","2015-04-13","710.83",3,"0.20","-97.74","2015-04-19","ZC-21910",2
2071,"CA-2016-146521","2016-07-21","1.94",1,"0.70","-1.29","2016-07-23","CC-12610",4
2072,"US-2017-110996","2017-11-20","283.92",5,"0.20","-46.14","2017-11-25","KA-16525",2
2073,"CA-2016-129693","2016-11-26","7.31",2,"0.20","2.56","2016-12-02","TC-20980",2
2074,"CA-2017-122504","2017-11-07","59.97",3,"0.00","13.79","2017-11-12","DB-13270",4
2075,"CA-2017-122504","2017-11-07","761.54",7,"0.20","66.64","2017-11-12","DB-13270",4
2076,"CA-2014-131051","2014-12-01","58.20",3,"0.00","28.52","2014-12-05","TR-21325",2
2077,"CA-2017-140676","2017-09-12","39.90",5,"0.00","19.95","2017-09-15","BF-11080",1
2078,"CA-2017-140676","2017-09-12","90.86",7,"0.00","26.35","2017-09-15","BF-11080",1
2079,"CA-2017-140676","2017-09-12","94.85",5,"0.00","45.53","2017-09-15","BF-11080",1
2080,"CA-2015-120103","2015-12-24","106.23",7,"0.20","37.18","2015-12-29","MS-17365",2
2081,"CA-2015-120103","2015-12-24","111.98",2,"0.20","11.20","2015-12-29","MS-17365",2
2082,"CA-2015-120103","2015-12-24","7.71",2,"0.20","1.74","2015-12-29","MS-17365",2
2083,"CA-2017-104647","2017-02-23","37.44",6,"0.00","16.85","2017-03-01","CK-12595",2
2084,"CA-2014-110352","2014-11-23","23.68",2,"0.20","8.88","2014-11-29","ED-13885",2
2085,"CA-2016-140501","2016-06-23","122.12",4,"0.00","56.18","2016-06-28","IM-15070",2
2086,"CA-2016-140501","2016-06-23","18.45",5,"0.00","8.67","2016-06-28","IM-15070",2
2087,"CA-2016-140501","2016-06-23","324.90",5,"0.00","38.99","2016-06-28","IM-15070",2
2088,"CA-2016-140501","2016-06-23","146.73",3,"0.00","68.96","2016-06-28","IM-15070",2
2089,"CA-2016-140501","2016-06-23","3.96",2,"0.00","1.47","2016-06-28","IM-15070",2
2090,"CA-2015-139290","2015-10-26","5.76",2,"0.00","2.65","2015-10-30","MY-17380",2
2091,"CA-2017-166142","2017-07-15","26.55",3,"0.00","13.01","2017-07-19","MM-17260",2
2092,"CA-2017-166142","2017-07-15","310.44",3,"0.30","-48.78","2017-07-19","MM-17260",2
2093,"CA-2014-145926","2014-11-17","479.90",5,"0.00","81.58","2014-11-21","MP-17470",2
2094,"CA-2015-149678","2015-04-13","12.88",1,"0.00","0.39","2015-04-15","AW-10840",4
2095,"US-2015-164357","2015-11-25","13.12",5,"0.20","1.48","2015-11-29","SF-20065",2
2096,"US-2016-146570","2016-05-15","511.84",8,"0.00","240.56","2016-05-20","SN-20710",2
2097,"US-2016-146570","2016-05-15","91.96",4,"0.00","25.75","2016-05-20","SN-20710",2
2098,"US-2016-146570","2016-05-15","8.34",3,"0.00","2.17","2016-05-20","SN-20710",2
2099,"CA-2017-124401","2017-09-07","37.68",3,"0.20","2.36","2017-09-12","RD-19900",2
2100,"CA-2017-124401","2017-09-07","279.94",7,"0.20","80.48","2017-09-12","RD-19900",2
2101,"US-2014-140116","2014-03-10","636.41",3,"0.20","-15.91","2014-03-17","KT-16480",2
2102,"US-2014-140116","2014-03-10","83.17",4,"0.20","9.36","2014-03-17","KT-16480",2
2103,"CA-2014-123295","2014-07-18","259.14",4,"0.20","-25.91","2014-07-18","AH-10120",3
2104,"CA-2017-167101","2017-03-24","221.92",4,"0.00","106.52","2017-03-28","BM-11650",4
2105,"CA-2017-167101","2017-03-24","26.00",2,"0.00","11.70","2017-03-28","BM-11650",4
2106,"US-2014-167633","2014-09-30","15.55",3,"0.20","5.44","2014-10-05","BW-11200",2
2107,"US-2014-152723","2014-09-26","0.88",1,"0.80","-1.40","2014-09-26","HG-14965",3
2108,"CA-2015-164882","2015-10-31","19.98",1,"0.00","9.39","2015-10-31","SG-20080",3
2109,"CA-2015-164882","2015-10-31","398.35",3,"0.20","124.49","2015-10-31","SG-20080",3
2110,"CA-2015-164882","2015-10-31","5.04",3,"0.00","1.26","2015-10-31","SG-20080",3
2111,"CA-2015-164882","2015-10-31","17.45",5,"0.00","8.03","2015-10-31","SG-20080",3
2112,"CA-2015-164882","2015-10-31","323.14",4,"0.20","20.20","2015-10-31","SG-20080",3
2113,"CA-2015-164882","2015-10-31","29.70",3,"0.00","8.02","2015-10-31","SG-20080",3
2114,"CA-2015-164882","2015-10-31","1295.84",4,"0.20","145.78","2015-10-31","SG-20080",3
2115,"CA-2015-164882","2015-10-31","46.84",2,"0.00","12.65","2015-10-31","SG-20080",3
2116,"CA-2015-164882","2015-10-31","425.83",1,"0.15","20.04","2015-10-31","SG-20080",3
2117,"CA-2015-159786","2015-10-12","209.67",1,"0.40","-13.98","2015-10-17","RK-19300",4
2118,"CA-2016-130267","2016-09-19","159.88",7,"0.00","73.54","2016-09-23","SW-20245",2
2119,"CA-2017-155460","2017-04-13","5.28",1,"0.00","2.38","2017-04-15","RW-19630",1
2120,"CA-2017-155460","2017-04-13","895.92",5,"0.20","302.37","2017-04-15","RW-19630",1
2121,"US-2017-168690","2017-01-07","2.81",3,"0.70","-1.97","2017-01-13","TS-21085",2
2122,"CA-2017-158246","2017-11-09","215.98",3,"0.20","-2.70","2017-11-11","JB-15400",1
2123,"CA-2017-167381","2017-09-22","241.96",2,"0.00","41.13","2017-09-24","EH-14005",4
2124,"CA-2017-167381","2017-09-22","27.72",9,"0.00","13.31","2017-09-24","EH-14005",4
2125,"CA-2017-144862","2017-12-01","104.68",5,"0.20","35.33","2017-12-05","EH-14005",2
2126,"CA-2017-144862","2017-12-01","62.96",7,"0.40","9.44","2017-12-05","EH-14005",2
2127,"CA-2014-126032","2014-06-23","86.38",3,"0.20","1.08","2014-06-28","BS-11665",2
2128,"CA-2015-134859","2015-10-04","64.94",3,"0.20","6.49","2015-10-09","JK-16120",2
2129,"CA-2015-134859","2015-10-04","20.74",4,"0.20","7.26","2015-10-09","JK-16120",2
2130,"US-2014-114188","2014-05-20","33.28",4,"0.00","9.32","2014-05-22","RF-19345",4
2131,"US-2014-114188","2014-05-20","38.52",9,"0.00","11.94","2014-05-22","RF-19345",4
2132,"US-2014-114188","2014-05-20","139.86",7,"0.00","60.14","2014-05-22","RF-19345",4
2133,"CA-2015-156524","2015-11-20","19.65",3,"0.00","9.04","2015-11-26","DL-12865",2
2134,"CA-2015-122210","2015-11-30","152.99",3,"0.70","-122.39","2015-12-04","WB-21850",2
2135,"CA-2015-122210","2015-11-30","10.58",7,"0.20","-2.38","2015-12-04","WB-21850",2
2136,"CA-2015-122210","2015-11-30","94.92",4,"0.40","15.82","2015-12-04","WB-21850",2
2137,"CA-2015-156377","2015-12-31","14.76",5,"0.60","-11.44","2016-01-05","TB-21625",2
2138,"CA-2015-156377","2015-12-31","3.66",4,"0.80","-5.85","2016-01-05","TB-21625",2
2139,"US-2017-157896","2017-11-16","146.82",3,"0.00","73.41","2017-11-16","CB-12415",3
2140,"CA-2014-159520","2014-06-06","149.54",9,"0.20","50.47","2014-06-11","GT-14635",2
2141,"CA-2014-159520","2014-06-06","17.14",2,"0.00","4.46","2014-06-11","GT-14635",2
2142,"CA-2014-159520","2014-06-06","991.76",3,"0.40","-347.12","2014-06-11","GT-14635",2
2143,"CA-2016-155481","2016-09-01","30.48",6,"0.20","9.91","2016-09-05","DK-13225",2
2144,"CA-2016-155481","2016-09-01","23.99",2,"0.40","-4.80","2016-09-05","DK-13225",2
2145,"CA-2016-155481","2016-09-01","16.69",7,"0.20","5.42","2016-09-05","DK-13225",2
2146,"US-2016-152051","2016-06-25","422.06",3,"0.30","-18.09","2016-06-29","TS-21160",2
2147,"US-2016-152051","2016-06-25","38.09",4,"0.70","-27.93","2016-06-29","TS-21160",2
2148,"US-2016-152051","2016-06-25","254.35",6,"0.20","-50.87","2016-06-29","TS-21160",2
2149,"CA-2014-141607","2014-12-12","43.31",1,"0.00","4.33","2014-12-17","WB-21850",2
2150,"CA-2017-102771","2017-03-31","84.95",5,"0.00","22.09","2017-04-05","DO-13435",2
2151,"US-2017-139969","2017-11-19","233.06",3,"0.30","-53.27","2017-11-26","AF-10870",2
2152,"CA-2014-167360","2014-11-24","111.79",7,"0.00","43.60","2014-11-29","RB-19435",4
2153,"CA-2015-123505","2015-11-22","14.94",3,"0.00","7.02","2015-11-26","AR-10540",2
2154,"CA-2016-117282","2016-07-14","14.16",2,"0.20","5.13","2016-07-18","DR-12880",2
2155,"US-2016-120460","2016-04-30","22.61",3,"0.60","-10.17","2016-05-05","BF-11170",2
2156,"CA-2016-111115","2016-07-25","21.48",6,"0.00","10.74","2016-07-27","LB-16735",4
2157,"CA-2014-124646","2014-06-22","501.81",3,"0.00","0.00","2014-06-24","DV-13465",1
2158,"CA-2014-124646","2014-06-22","161.94",3,"0.00","9.72","2014-06-24","DV-13465",1
2159,"CA-2017-148166","2017-10-21","17.86",4,"0.20","2.01","2017-10-26","NK-18490",2
2160,"CA-2016-159737","2016-09-03","8.81",3,"0.80","-14.97","2016-09-09","CS-11950",2
2161,"CA-2016-141019","2016-05-14","79.38",1,"0.20","29.77","2016-05-14","LH-17155",3
2162,"CA-2016-101938","2016-01-07","34.58",1,"0.00","10.03","2016-01-12","DW-13480",2
2163,"CA-2017-166296","2017-03-13","314.55",3,"0.00","150.98","2017-03-19","KF-16285",2
2164,"CA-2016-154018","2016-10-13","191.98",3,"0.20","24.00","2016-10-19","HA-14920",2
2165,"CA-2016-154018","2016-10-13","8.29",2,"0.20","3.00","2016-10-19","HA-14920",2
2166,"CA-2016-154018","2016-10-13","139.92",5,"0.60","-150.41","2016-10-19","HA-14920",2
2167,"CA-2016-154018","2016-10-13","15.87",1,"0.20","1.19","2016-10-19","HA-14920",2
2168,"CA-2016-154018","2016-10-13","6.29",7,"0.80","-11.00","2016-10-19","HA-14920",2
2169,"CA-2017-117870","2017-01-27","14.02",3,"0.20","1.75","2017-01-30","JH-15820",4
2170,"CA-2017-117870","2017-01-27","71.98",3,"0.20","-9.00","2017-01-30","JH-15820",4
2171,"CA-2017-117870","2017-01-27","107.98",3,"0.40","-27.00","2017-01-30","JH-15820",4
2172,"US-2017-137491","2017-11-19","305.31",2,"0.30","-8.72","2017-11-25","LC-16930",2
2173,"CA-2014-152296","2014-08-01","19.75",3,"0.20","6.91","2014-08-03","IL-15100",1
2174,"CA-2016-112025","2016-07-30","9.26",3,"0.80","-13.90","2016-08-04","LS-16975",2
2175,"CA-2015-132507","2015-07-30","61.79",4,"0.20","6.18","2015-08-03","CC-12610",4
2176,"CA-2016-125738","2016-10-15","45.68",2,"0.00","21.01","2016-10-21","PB-18805",2
2177,"CA-2016-125738","2016-10-15","60.12",9,"0.00","28.86","2016-10-21","PB-18805",2
2178,"CA-2016-125738","2016-10-15","41.72",5,"0.20","13.04","2016-10-21","PB-18805",2
2179,"CA-2016-125738","2016-10-15","71.60",8,"0.00","32.94","2016-10-21","PB-18805",2
2180,"CA-2016-128818","2016-05-07","85.23",7,"0.20","30.90","2016-05-11","CJ-12010",2
2181,"CA-2016-128818","2016-05-07","44.40",3,"0.00","22.20","2016-05-11","CJ-12010",2
2182,"CA-2016-128818","2016-05-07","442.76",4,"0.10","59.04","2016-05-11","CJ-12010",2
2183,"CA-2016-128818","2016-05-07","3999.95",5,"0.00","1159.99","2016-05-11","CJ-12010",2
2184,"CA-2016-128818","2016-05-07","199.95",5,"0.00","21.99","2016-05-11","CJ-12010",2
2185,"CA-2016-128818","2016-05-07","63.68",8,"0.00","28.02","2016-05-11","CJ-12010",2
2186,"CA-2017-124576","2017-08-01","54.90",2,"0.20","18.53","2017-08-04","HK-14890",4
2187,"CA-2016-101378","2016-07-14","29.00",2,"0.00","7.25","2016-07-14","RH-19600",3
2188,"CA-2017-143063","2017-08-10","70.08",6,"0.00","35.04","2017-08-15","IL-15100",2
2189,"CA-2017-143063","2017-08-10","121.30",2,"0.00","25.47","2017-08-15","IL-15100",2
2190,"CA-2017-143063","2017-08-10","1454.49",9,"0.00","378.17","2017-08-15","IL-15100",2
2191,"CA-2016-118913","2016-06-25","60.81",3,"0.00","17.03","2016-06-29","AS-10240",2
2192,"CA-2016-128412","2016-12-10","153.55",3,"0.20","51.82","2016-12-17","AP-10915",2
2193,"CA-2016-128412","2016-12-10","65.34",3,"0.00","22.87","2016-12-17","AP-10915",2
2194,"CA-2016-128412","2016-12-10","123.92",4,"0.00","55.76","2016-12-17","AP-10915",2
2195,"CA-2016-128412","2016-12-10","35.10",3,"0.00","12.29","2016-12-17","AP-10915",2
2196,"CA-2016-128412","2016-12-10","44.75",5,"0.00","8.50","2016-12-17","AP-10915",2
2197,"CA-2016-136483","2016-12-01","4.70",2,"0.20","0.41","2016-12-06","AG-10390",2
2198,"CA-2014-163013","2014-11-28","14.67",3,"0.00","3.96","2014-12-04","BF-11080",2
2199,"CA-2015-135363","2015-03-28","15.55",3,"0.20","5.44","2015-04-02","CK-12205",2
2200,"CA-2015-135363","2015-03-28","5.23",1,"0.20","1.70","2015-04-02","CK-12205",2
2201,"US-2014-165659","2014-06-01","22.20",6,"0.00","9.10","2014-06-06","LT-17110",2
2202,"US-2014-165659","2014-06-01","881.93",7,"0.00","229.30","2014-06-06","LT-17110",2
2203,"CA-2015-138002","2015-09-06","6.10",2,"0.20","2.13","2015-09-12","BT-11305",2
2204,"CA-2015-138002","2015-09-06","191.82",3,"0.00","74.81","2015-09-12","BT-11305",2
2205,"CA-2015-128860","2015-06-29","20.10",1,"0.20","1.76","2015-07-05","SC-20725",2
2206,"CA-2016-164350","2016-09-10","67.56",3,"0.20","8.45","2016-09-12","CG-12040",4
2207,"US-2014-103905","2014-07-14","29.93",7,"0.80","-46.39","2014-07-20","AW-10930",2
2208,"US-2014-103905","2014-07-14","38.27",4,"0.20","3.83","2014-07-20","AW-10930",2
2209,"CA-2015-129854","2015-08-22","16.52",4,"0.00","7.60","2015-08-26","RB-19705",2
2210,"CA-2014-125556","2014-11-14","832.93",7,"0.00","233.22","2014-11-16","ML-17410",4
2211,"CA-2014-125556","2014-11-14","43.80",10,"0.00","21.02","2014-11-16","ML-17410",4
2212,"CA-2016-162313","2016-11-27","167.29",6,"0.10","29.74","2016-11-30","VB-21745",1
2213,"CA-2017-107874","2017-11-21","27.42",1,"0.00","11.24","2017-11-25","SW-20275",2
2214,"CA-2017-129378","2017-10-01","1.44",1,"0.20","0.50","2017-10-02","NS-18505",1
2215,"CA-2017-129378","2017-10-01","61.78",13,"0.20","20.85","2017-10-02","NS-18505",1
2216,"CA-2017-129378","2017-10-01","241.96",2,"0.00","60.49","2017-10-02","NS-18505",1
2217,"CA-2017-129378","2017-10-01","108.61",4,"0.20","9.50","2017-10-02","NS-18505",1
2218,"CA-2014-151953","2014-09-20","2.82",2,"0.20","0.99","2014-09-25","DB-13555",2
2219,"CA-2017-130841","2017-07-28","9.98",4,"0.20","3.62","2017-08-01","MH-17620",2
2220,"CA-2017-130841","2017-07-28","14.98",1,"0.00","4.19","2017-08-01","MH-17620",2
2221,"CA-2017-130841","2017-07-28","1145.60",4,"0.20","100.24","2017-08-01","MH-17620",2
2222,"CA-2015-131884","2015-12-06","485.94",2,"0.40","-89.09","2015-12-06","DK-13375",3
2223,"CA-2015-131884","2015-12-06","37.38",8,"0.20","4.67","2015-12-06","DK-13375",3
2224,"CA-2015-131884","2015-12-06","70.69",1,"0.30","-24.24","2015-12-06","DK-13375",3
2225,"CA-2017-121909","2017-07-31","54.82",3,"0.20","17.82","2017-08-05","EA-14035",2
2226,"CA-2016-106383","2016-03-19","72.29",1,"0.70","-98.80","2016-03-21","BT-11440",4
2227,"CA-2017-130771","2017-07-29","2.90",2,"0.20","0.47","2017-08-03","LA-16780",2
2228,"CA-2017-130771","2017-07-29","124.79",1,"0.20","15.60","2017-08-03","LA-16780",2
2229,"CA-2016-139157","2016-10-01","330.59",1,"0.40","-115.71","2016-10-05","GM-14680",2
2230,"CA-2014-128055","2014-03-31","673.57",2,"0.20","252.59","2014-04-05","AA-10315",2
2231,"CA-2014-128055","2014-03-31","52.98",2,"0.00","14.83","2014-04-05","AA-10315",2
2232,"CA-2017-157091","2017-06-26","526.45",5,"0.00","31.59","2017-07-01","DB-13405",2
